interest_level,bathrooms,bedrooms,latitude,longitude,balcony,cats.allowed,common.outdoor.space,dining.room,dishwasher,dogs.allowed,doorman,elevator,exclusive,fireplace,fitness.center,furnished,garage,garden.patio,hardwood,high.ceilings,high.speed.internet,laundry.in.building,laundry.in.unit,laundry.room,live.in.super,loft,lowrise,new.construction,no.fee,outdoor.space,parking.space,pre.war,private.outdoor.space,reduced.fee,renovated,roof.deck,simplex,swimming.pool,terrace,0,1,2,price
2,1.0,1,40.6363,-73.9773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9588697235274759,0.08542062959733328,-0.9470934733602521,1425
0,1.0,0,40.7297,-73.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8656148053502744,0.015639960302628448,-0.6157051619510473,2295
0,1.0,0,40.7479,-73.9739,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.688459358283369,0.02237268170450495,0.28694214093245946,2550
2,1.0,0,40.7854,-73.9752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6913238381732034,-0.022106459710973237,0.14037735546962496,1950
0,1.0,1,40.7295,-73.9776,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7162382128070255,0.030953831801622502,-0.15061619031463913,3504
0,1.0,1,40.78,-73.949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6622124644184261,-0.0126854024098928,0.07880536119056951,2350
2,1.0,2,40.7476,-73.9742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05052136386005082,0.06098300706155302,-1.278133604294354,2500
2,1.0,2,40.7559,-73.9928,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8952747110414061,-0.09804570661442197,1.5012011036827717,3400
1,1.0,0,40.7502,-73.9406,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.0157909207875204,-0.08552101358346334,1.9560529593405838,1980
1,2.0,4,40.7162,-74.0155,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.765456127779608,-0.074728600305311,0.1722750007411285,6795
1,1.0,1,40.7518,-73.9695,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.28901642575343706,-0.08514936513044805,1.2050762320497281,3595
1,1.0,0,40.7338,-73.9865,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7586195246145262,0.03557986718350561,-0.08864199613507441,2700
0,2.0,3,40.8663,-73.9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1935655969486014,0.049553336486925635,-1.2245686916301501,2995
1,1.0,2,40.7739,-73.9478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23256009621171647,0.018779921021609126,-0.7091285433159029,2795
2,1.0,1,40.7413,-73.9825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.4325687129369225,-0.04442481130633519,0.008678557726977214,2700
2,1.0,1,40.7787,-73.9819,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6242427943733876,-0.014724773828061583,0.21566353464296245,3295
1,1.0,0,40.7359,-74.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.6095395785921616,-0.05000599581813931,-0.08888844476688627,2595
0,1.0,3,40.743,-73.9975,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2099641308180802,-0.021494306208850875,-0.6671735968972328,5600
0,1.0,1,40.7628,-73.9849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6623947620426675,-0.03961126066475618,0.07742882723830262,2895
0,1.0,1,40.7906,-73.9785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6752273657413348,-0.029907783990029236,-0.3794879704467113,2900
0,1.0,0,40.7372,-73.9981,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4082694269014924,-0.08249959398392415,0.708814899813824,3695
1,1.0,2,40.7893,-73.9705,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7336022212361178,-0.0736773338312848,0.934130604078327,3000
1,1.0,2,40.7649,-73.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23229657434241785,-0.017013192065845315,-0.7110383070442887,3250
1,3.0,4,40.7478,-73.9571,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.8326190462665903,-0.007219457678299864,-0.8428888080333001,4695
1,1.0,2,40.7488,-73.977,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6976602053458704,-0.08931297616882099,0.8001346308009338,3100
1,1.0,0,40.7601,-73.99,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1361009962141821,-0.10936363031470461,1.3277667100062143,2099
1,1.0,2,40.7488,-73.9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07072552165390673,0.009780535984286975,-1.010660954534945,3000
0,1.0,1,40.7479,-73.9746,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.40481569682729757,-0.0657030067734403,1.0306488900221276,2400
2,1.0,2,40.708,-74.0149,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.0361175024830978,-0.12825830021266854,1.7419173421316159,2923
0,1.0,1,40.7293,-73.9852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9580137669185693,0.043478541166759005,-0.9465823139667322,2200
2,1.0,2,40.7514,-73.9862,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5982084253626828,-0.061895403751361204,0.868250395512301,3200
0,1.0,2,40.8198,-73.9578,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23029137518285925,0.015656394231513545,-0.6034999850591286,2575
2,1.0,3,40.7389,-73.9929,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1.7952972487959395,-0.1130638197946307,1.0084673069039731,4900
2,1.0,1,40.7756,-73.9846,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.037110756100284206,-0.13543082265404155,1.6843601230458387,2995
0,1.0,2,40.7141,-74.0096,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26315742446201335,-0.019795411078350204,-0.22588419124611733,6166
2,1.0,2,40.7575,-73.9626,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5620827499228286,-0.028936525937992785,0.7144704984219107,2995
1,2.0,2,40.7816,-73.9475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6738723584769377,-0.023578766360670595,-0.32863680742976253,3000
0,2.0,2,40.7751,-73.9886,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.7504299747130925,-0.019664259571309534,0.445700261904248,6395
1,1.0,3,40.7399,-73.9864,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.7487284843610953,-0.09909004411155371,0.7035045412906997,5695
2,1.0,2,40.7598,-73.9932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.37979439197082077,-0.058725809671047964,0.004157859874932401,2852
1,2.0,2,40.7441,-73.9964,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5846401688520235,-0.016637670267004606,0.3363421103281339,5000
0,2.0,5,40.7966,-73.9476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3618563699985478,0.008514598675317196,-0.943367587640655,4750
0,1.0,1,40.7899,-73.9415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.79785517235535,0.05355397446146688,-0.5521830107105661,1650
1,1.0,2,40.7514,-73.9864,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.539979804490129,-0.06407985196777756,0.4813460682734417,3300
2,1.0,0,40.7419,-73.9776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.435002492514525,-0.06578695172848534,0.668684335917496,2295
0,1.0,2,40.766,-73.9859,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2800073083069975,-0.005318596127982459,-0.115209776387348,2850
0,1.0,2,40.6736,-73.9659,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025272843911277463,0.1196461175175758,-1.127408378190944,3300
1,1.0,1,40.7081,-74.0065,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.07711024394469795,-0.11988814874814761,1.98201430510469,2695
0,1.0,3,40.755,-73.9946,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8917229714528974,0.075742628945595,-1.4718669202159977,5450
0,1.0,0,40.7433,-74.0033,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.3734039707006396,-0.06723588433721062,0.8475218494259834,2895
2,1.0,2,40.8199,-73.9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05068715179001723,0.05384613133471034,-1.2789414458430282,2100
2,2.0,3,40.7514,-73.9862,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.097012583110873,-0.1001914414333213,1.129032522095696,4676
0,1.0,1,40.7722,-73.9603,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.45239082687616844,-0.01597068514403547,0.9281353170302364,3300
2,1.0,1,40.7399,-74.0036,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5702829603165368,-0.03766312634906785,-0.24175933155264498,2390
0,1.0,1,40.7635,-73.9848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8761080940540577,0.016607764004085264,-0.5693417831267392,3095
0,1.0,2,40.7228,-73.9826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019658728337627777,0.04267328576966817,-0.902604907964638,3895
0,1.0,2,40.7403,-73.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050584110240550456,0.05144296837192385,-1.2786143705266642,5450
2,1.0,0,40.7804,-73.9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8654782808538466,0.04326640139927267,-0.6144833123081563,1700
2,1.0,1,40.7701,-73.9529,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.189025993275256,-0.09541809361624821,1.1404640911652235,2200
1,1.0,1,40.7817,-73.9497,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.07624874181751272,-0.10435901665540347,1.4877196241080723,2695
1,1.0,2,40.7757,-73.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07091335933485328,0.03933529662537968,-1.0091962506476764,2995
1,1.0,1,40.7513,-73.9721,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3220306274146354,-0.06839856416577557,1.0495029594744127,3110
1,1.0,0,40.5758,-73.9547,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.6348772426957605,0.091733330261528,0.17298951541032406,1550
1,1.0,1,40.7377,-73.9957,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-0.6742168178156713,0.00019176540387374677,0.34212819388441856,4384
2,1.0,1,40.761,-73.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9581658113756031,0.030105658556359115,-0.9474979178836846,1885
1,1.0,2,40.7435,-73.9815,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5415514375499718,-0.0679024305278506,0.3049327498358096,3200
2,1.0,2,40.7318,-73.9861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05053747219269092,0.05578637744395927,-1.2783273403266244,2600
1,1.0,2,40.755,-73.9636,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6236823919798171,-0.07017066174058179,0.6836524523639913,3400
0,1.0,1,40.6824,-73.9586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7980109165848915,0.08250445391054714,-0.5369250359625194,2950
1,1.0,3,40.7199,-73.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9783432095247983,0.034145488050862066,-1.3415642164406754,3700
1,1.0,2,40.7904,-73.9446,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23363276390166482,0.06911698138099419,-0.6919752911397987,2495
2,1.0,0,40.7799,-73.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7553903559079633,0.01235703746419237,-0.3236227447281367,1800
1,1.0,2,40.7671,-73.9529,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6749945261413978,-0.007664624100005982,0.09616603141986374,3400
0,1.0,0,40.7672,-73.9592,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7305508796145816,0.030311684646636566,-0.17548184640509057,1850
1,1.0,1,40.8465,-73.9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9581669319054331,0.046829618846633336,-0.9470741492509607,1450
0,1.0,2,40.7635,-73.9799,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.015702506475660214,0.07216485367763945,-1.139706843535797,3600
1,1.0,1,40.7441,-73.975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8878739059626825,0.027788284105639428,-0.5711382957423309,2195
1,1.0,3,40.7728,-73.981,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3324797469720455,0.005336879960006002,-0.3810995265873598,4295
0,3.0,3,40.7615,-73.9662,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5967916265347417,0.057198552367277146,-0.5603562451238984,11750
0,1.0,2,40.7302,-73.9826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10910070250147595,0.056674500075081284,-0.8710212876272182,3495
1,1.0,1,40.7331,-74.0055,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7009064330137509,0.019204922298955797,-0.4029947233319387,3795
1,2.0,2,40.7233,-73.9915,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8137827935511978,-0.027998218549493702,0.4513674038424782,6350
0,2.0,3,40.7937,-73.9761,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5715411565315498,-0.021315174006175826,-0.13309169696578688,5500
2,1.0,3,40.736,-73.986,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.442119565458373,-0.009722322312338333,0.18614967930677492,4450
1,1.0,0,40.7399,-74.0036,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4601509051334496,-0.025979122107164073,0.23820004459777733,2600
0,2.0,3,40.7839,-73.9489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5442678377346284,0.013826177328616561,-0.781478049815101,4350
1,1.0,1,40.7082,-73.9612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9726242063058125,0.07609314146312013,-0.9726763610582818,2450
2,1.0,2,40.8852,-73.8998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2324163088390077,0.02217750216995377,-0.7095838249139047,1750
1,1.0,4,40.8007,-73.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8619923141264503,0.0807283353165224,-1.8044761567792704,3600
1,2.0,3,40.7786,-73.9478,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.8590623659466914,-0.06376753162224205,0.4512659989722158,4500
1,1.0,2,40.7202,-73.9788,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8239180612877189,-0.05807543414887605,1.4400034235982033,3400
0,1.0,2,40.7081,-74.0065,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.6742787523904205,-0.06115237339128044,0.8661028725742906,4999
1,1.0,3,40.7087,-74.0134,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.703057317014818,-0.09433051368200074,0.5999763975131895,3450
0,2.0,4,40.7329,-73.9868,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0069841409301667,0.1048973884971062,-1.8161742664974176,6850
1,1.0,1,40.7234,-73.9945,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.579379061425476,0.002059293344252243,-0.13359277082816728,3795
1,1.0,1,40.7448,-73.9253,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.676639838532896,0.059408101320372546,-0.2682647654164141,1879
0,1.0,2,40.6712,-73.9843,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04026980622833598,0.10605469698629084,-1.1561425176903444,2600
2,1.0,2,40.7282,-73.9892,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02567976988698448,0.0778891534962864,-1.1300115529599233,2490
2,1.0,2,40.6264,-73.957,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08121289037867362,0.12472719153673842,-0.7306876113425645,1825
1,1.0,4,40.7401,-73.9894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7643898639566757,0.07779322465663006,-1.9419793890898764,5700
1,1.0,2,40.6774,-73.9487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10957584285420345,0.10759223959898806,-0.8679264324420916,2575
2,1.0,2,40.83,-73.9464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0807878513421132,0.024093037069956233,-1.019522679349166,1875
0,1.0,0,40.7297,-73.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6299171038633486,-0.03698959881030308,0.024601089363574368,2525
0,2.0,2,40.7521,-73.9743,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346487865192847,0.03263892372409982,-0.4463431004292609,6725
1,1.0,2,40.7319,-74.0002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01949241403456831,0.022999502997222098,-0.9037355750001816,5195
0,1.0,1,40.7457,-73.9797,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3632484495396582,-0.05168317529512781,0.7821250893888381,3795
0,1.0,0,40.7585,-73.9618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.880342991337008,0.042899858938744484,-0.6423802748264715,1950
0,1.0,1,40.7704,-73.9566,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0974809952659904,-0.0695547270582721,1.3906644791366567,3195
1,1.0,1,40.7476,-73.9742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.7008672943088268,-0.020302889607284543,-0.4195396708292782,2325
0,1.0,3,40.8034,-73.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8567863601517486,0.062046164658335595,-1.6108020918346664,4000
1,1.0,2,40.8067,-73.9437,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23968396855375956,0.008367629677354308,-0.7097184227592772,2550
0,0.0,0,40.7708,-73.9864,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.5273348564274396,-0.09190418040171147,1.3843467864583356,4354
0,1.0,0,40.8699,-73.9172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.75134437299395,0.018824862011665403,-0.24343377002181624,1500
0,1.0,0,40.7779,-73.9515,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.4743259946477552,-0.03857716449058025,0.7785926597308821,2555
