"interest_level","price","no.fee","hardwood","dishwasher","X1","longitude","bathrooms","bedrooms","latitude","balcony","cats.allowed","common.outdoor.space","dining.room","dogs.allowed","doorman","elevator","exclusive","fitness.center","furnished","garage","garden.patio","high.ceilings","high.speed.internet","laundry.in.building","laundry.in.unit","laundry.room","live.in.super","loft","lowrise","new.construction","outdoor.space","parking.space","pre.war","private.outdoor.space","reduced.fee","renovated","roof.deck","simplex","X0","X2"
1,0.00165752345983007,1,1,0,-0.126005160477773,0.374341131807459,1,0,0.991960921755893,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1.04466513966833,2.0490140283444
0,0.00502912629806709,1,0,0,-0.0292567154785803,0.374624379602777,2,2,0.992128858903589,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656423318379244,0.423186952154174
2,0.000917946063055499,0,0,0,0.0303520825892119,0.374421455809116,1,0,0.991311078010456,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.73775853879158,-0.089078530651271
0,0.00183154167083585,0,1,0,-0.0157292607353364,0.37471400427831,1,1,0.992476902557513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662232528917365,0.0786517992332346
0,0.00125902175662683,0,0,0,0.00722264210587652,0.374408773072013,1,1,0.992141028262118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.888063482729223,-0.572379511194564
2,0.000961450615806944,0,0,0,0.149527942566116,0.375113087739175,1,2,0.990074671183933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497305901056937,-1.27288553218979
0,0.00274513727861621,0,0,0,0.0556454556135341,0.374489942589477,1,1,0.992391717047811,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933307160199106,-0.799090593126268
1,0.00165752345983007,1,1,0,0.100976770633966,0.375597568296539,1,2,0.991281871549987,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.501154215324055,0.25478006547051
0,0.00113546882681273,0,0,0,0.120114799610224,0.375134225634348,1,2,0.990821869797599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054379113419747,-0.892591442684748
0,0.00200120942656649,0,1,1,-0.0962778918816175,0.374388480692647,1,1,0.992311399281521,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.199319412217425,1.54329085958892
1,0.00287565093687054,1,0,0,-0.0233343692913386,0.374505161874001,1,3,0.991719968457023,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.36000095831806,-0.032486694528823
0,0.00157051435432718,0,0,0,0.0149415222156693,0.374325912522935,1,0,0.991403565135275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86562617654731,-0.615765917667641
0,0.00258156016027077,0,0,0,0.0904332513046199,0.37463706233988,1,3,0.992929602694783,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.891773653177517,-1.47129983849106
1,0.0028321463841191,0,0,0,0.0916083199868372,0.374447666799131,2,3,0.991225892500755,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.12315440649464,-1.46898020752373
0,0.00500737402169137,1,0,0,0.0344659071367429,0.374624379602777,2,2,0.992128858903589,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506929427452122,-0.184709275155474
1,0.00165752345983007,0,1,1,0.0419282743081724,0.374967659020385,1,2,0.991883037861308,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.554902689350191,0.0537233959576558
0,0.000809184681176885,0,0,0,0.0624894371023097,0.374802783438036,1,1,0.994114898215485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.923286791592783,-0.808301687827132
0,0.0013964961433214,0,0,0,0.0341101204742015,0.374302238080341,1,0,0.991527692592268,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8408045011235,-0.467661080519156
0,0.00226658719835031,1,1,1,-0.123320950453268,0.374400317913943,1,2,0.99222621377182,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.00224415286408,1.69086811453301
2,0.00259287134398615,1,1,1,-0.0496203278991496,0.374252352647733,1,2,0.991474147414741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3670352553798,-0.452497192329065
2,0.00130948703781851,0,0,0,0.0697039206277111,0.374825612364823,1,2,0.992961243026958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0106773492683561,-1.214395489314
0,0.00240232140293482,0,0,1,-0.0476569279818219,0.374395244819102,1,0,0.991676158766319,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3381970942451,1.29105353862212
1,0.00191855077633874,0,0,0,0.0779425346332274,0.374364806250053,1,2,0.99017932766728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.039131616886796,-1.20596837968399
2,0.000504652811916767,0,0,0,0.191468231937982,0.375863060259912,1,0,0.990875414975126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86422551809011,-0.605966329915517
0,0.00368048516277228,0,0,1,-0.0730160944200339,0.374221068562877,1,1,0.990950864998004,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371640350185616,0.893078981356203
0,0.00104845972130984,1,0,0,0.105798458569407,0.374701321541206,1,1,0.987562915583594,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.727383513902761,-0.158644793910882
0,0.00539891499645438,1,1,1,-0.0549439355981029,0.374560965917258,2.5,4,0.991817323325253,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88513045309608,0.165190037766708
2,0.00286607993526523,1,1,1,-0.0351956661121474,0.374346204902301,1,2,0.991128537632524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464841033106316,-0.313933161858268
2,0.00104845972130984,1,1,0,-0.0949117439763416,0.374714849794117,1,0,0.992457431583866,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1.07233961728924,1.51705301381773
0,0.00200555988184163,0,1,1,-0.0599897584271053,0.374658200235053,1,1,0.992238383130348,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.320918766891004,0.89406839980155
2,0.00165752345983007,1,1,1,-0.159493389741347,0.374418073745889,1,0,0.991788116864784,0,1,1,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.865838132272585,2.44710623569305
2,0.00339770556988789,1,1,1,-0.0656102066196068,0.37446711366269,2,3,0.991126103760819,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76374029245332,0.356883868617305
2,0.00104845972130984,1,1,0,-0.0418885432982072,0.374814620659333,1,2,0.994088125626722,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.470388142781683,0.379220840577665
1,0.00191855077633874,0,0,0,0.0823331196182338,0.374519535642719,1,2,0.991773513634549,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256768283479682,-1.12988673167337
0,0.00226223674307516,1,0,0,0.0378866517307653,0.374686947772489,1,1,0.991109066658878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.739799555624775,-0.383066737279905
0,0.00200555988184163,1,1,1,-0.119235147772433,0.374427374419765,1,0,0.992114255673355,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12724745893598,1.37104275496188
2,0.00461583304692836,1,1,1,-0.066852522261787,0.374516999095298,3,4,0.991775947506255,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.28305423242525,0.694596778453239
2,0.00165317300455493,1,1,1,-0.031887164729587,0.374639598887301,1,2,0.99301722207619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.37715128872267,-0.461068856731527
1,0.00148350524882429,1,0,0,0.110496140779855,0.375090258812389,2,3,0.990206100256043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31436823996499,-0.988018975549294
1,0.00321498644833182,0,1,1,-0.00250771211242745,0.374795173795774,1,2,0.992389283176105,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555991731257349,0.576864037164972
0,0.00170102801258152,0,1,0,0.0365318204290415,0.37468102916184,1,2,0.992362510587342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708957683421449,-1.00933433307211
1,0.00295830958709829,1,1,1,-0.0593170656862745,0.374403699977171,2,2,0.992177536337705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.781368156395797,-0.201988540088268
0,0.00217957809284742,0,0,0,0.00665774762747316,0.374456967473007,1,1,0.992528013863333,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.732893434134246,0.0951452656319769
1,0.00231009175110175,1,0,0,-0.00823954788484336,0.374604087223411,1,0,0.993102407585892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.72088900163367,-0.366452308792215
0,0.00391976020290523,0,1,0,0.0476478151770863,0.374437520609448,1,3,0.991508221618622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08829050703891,-1.1303635857658
1,0.00209256898734453,0,0,0,0.00539479373731121,0.374251507131926,1,2,0.990719647185958,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318323769604493,0.323033829230081
0,0.00165752345983007,0,0,0,0.0300929063966346,0.374536445958857,1,0,0.99291986720796,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75762530711812,-0.164598294320666
0,0.00148350524882429,1,1,1,-0.158496263923913,0.374316611849058,1,0,0.992070445982651,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.819787076515517,2.34290781326438
2,0.00148350524882429,0,0,0,0.067438708779444,0.374482332947215,1,1,0.991559332924443,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933163531680219,-0.798247151621412
0,0.00174453256533296,0,0,0,0.112519221493123,0.374726687015414,1,2,0.99119425216858,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0153310526543413,-1.13727333132774
0,0.00226658719835031,0,0,0,0.0482257659506433,0.374454430925586,1,2,0.991992562088067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506357792516155,-1.27889155129256
1,0.00191855077633874,1,0,0,-0.0117960414739965,0.374857741965486,2,2,0.993399339933994,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55828572068632,0.0922273015022821
1,0.00344121012263933,0,0,1,0.0234873449205801,0.3745905589705,1,1,0.992277325077641,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.700628500829188,-0.157248601531771
1,0.00213607354009597,1,1,1,-0.0789736105196647,0.374516999095298,1,2,0.991775947506255,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.826867027318624,1.18820405610331
0,0.00298006186347401,1,1,1,-0.0706313536290452,0.374626070634391,2,2,0.991924413680306,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920498192234372,0.714138723680776
1,0.00182719121556071,0,1,0,0.0586664584303758,0.374969350051999,1,3,0.992072879854357,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.1001684252384,-1.01282133013528
0,0.00214738472381135,0,0,1,-0.0811098407960764,0.37438763517684,1,0,0.992194573439645,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.26549744241494,1.27970534006424
0,0.00270163272586476,1,1,1,-0.043478762531462,0.374192321025442,1,3,0.990787795593719,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54931414211355,0.255671642073961
2,0.00287565093687054,0,0,0,0.0636953912867951,0.374615078928901,1,3,0.991977958857833,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05621923018307,-0.704889494959852
0,0.0102714249046163,1,1,1,-0.0854787543995306,0.374549128695961,3.5,3,0.992914999464548,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.41340059340958,1.04616190669928
0,0.00163577118345435,0,1,1,-0.0711209969208057,0.374313229785831,1,1,0.991515523233739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.500798038127362,0.377027592003622
0,0.00428954890129252,1,1,1,-0.11509354878297,0.374718231857345,2,2,0.99224325087376,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.26373360508881,1.64932520607231
1,0.00178716702702938,1,1,1,0.0636580714485661,0.374747824910587,1,3,0.989987051802526,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.31014747560028,-0.640436397680833
1,0.00147915479354914,1,1,1,-0.131838934898279,0.374178792772531,1,1,0.990851076258068,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740750779780203,1.5297070906039
2,0.00174453256533296,0,1,1,-0.0484933057492123,0.374374106923929,1,0,0.991476581286447,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40554247342907,0.854593046440331
2,0.00113546882681273,0,0,0,0.0694727297597209,0.37444513025171,1,1,0.989597632329605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957705565827274,-0.944754832956545
1,0.0028713004815954,1,1,1,-0.123432461092193,0.374389326208453,2,2,0.992233515386937,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.21994226241074,1.77698057969305
0,0.00343163912103402,0,0,0,-0.0396524432536946,0.374352969028756,2,2,0.992029070163654,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.704535323223317,0.812294863277941
2,0.00165752345983007,0,0,0,-0.00763337701832244,0.374373261408122,1,1,0.991476581286447,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.495935216918131,0.776344931060187
2,0.00270163272586476,0,1,1,0.00549867704727409,0.374302238080341,1,2,0.991513089362034,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257192903877023,-0.562566384541864
1,0.00304966914787633,1,1,1,-0.100600114164633,0.374402008945557,1,1,0.991771079762844,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704100880561328,1.70659852454347
2,0.00370223743914801,0,1,0,0.042153366753416,0.374438366125255,1,3,0.991335416727514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963493242408399,-1.36919126527957
0,0.00198815806074106,1,1,1,-0.0908921624212299,0.374774035900601,1,2,0.992194573439645,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.06840249577324,1.68995092738548
2,0.00274513727861621,0,1,0,0.0073174587386473,0.374506852905615,1,3,0.992659442935444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04831960736329,-0.967021662407024
0,0.00141824841969712,0,0,0,-0.0141559680235617,0.374588867938886,1,0,0.992961243026958,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71349927070286,0.137570045213321
1,0.00470284215243125,1,0,0,-0.00460470737632265,0.374287864311623,2,2,0.990975203715062,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576983233114281,0.189811880435593
0,0.0130452751880484,0,0,1,0.00691563516376924,0.374473032273338,2.5,3,0.99230653153811,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72519516338879,0.0390326837239004
1,0.00265812817311332,1,1,0,0.0926692357467336,0.375064893338181,3,4,0.990318058354508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.65814074260756,-1.14483707833154
0,0.00152700980157574,0,0,1,0.0614731446428927,0.374756280068656,1,2,0.991754042660903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963897008538117,-1.00492827724617
0,0.00374574199189945,0,1,1,-0.0646229771430173,0.374341131807459,1,1,0.991432771595744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.348019583519069,0.354291805008607
1,0.00374574199189945,0,1,1,-0.0762702312310521,0.374378334502963,2,3,0.99153256033568,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.77520907703497,0.59622201727278
0,0.00348471467539078,1,0,0,-0.054538864269102,0.374369879344894,2,3,0.992012033061713,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.59190050620277,0.124035099156914
0,0.00370223743914801,0,0,0,0.0255392191568465,0.374363115218439,1,1,0.991199119911991,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.781015363258857,-0.0451586308574953
2,0.000830936957552608,1,0,0,0.0604580812623836,0.374336904228425,1,1,0.989215514471801,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.798122554581377,-0.537910233697817
1,0.00269728227058962,1,1,1,-0.0579763768486147,0.374489942589477,1,2,0.991695629739965,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648472201076945,0.831458635162276
1,0.00478985125793414,1,1,1,-0.0922373375211969,0.37453306389563,2,3,0.991642084562439,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2.25664153005728,1.764968079216
1,0.00487250990816189,0,1,1,-0.0517844092699115,0.374449357830745,1.5,4,0.991690761996554,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56370064706052,-0.00140092970542987
1,0.00365438243112142,0,1,1,-0.00110790678670919,0.374440902672675,2,3,0.991040918251117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.54343775363036,-0.71202392385128
0,0.00200555988184163,1,1,0,-0.048846194746728,0.374730914594448,1,1,0.992284626692758,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349867411914955,1.09244247584257
2,0.000700423299298272,1,0,0,0.0487330951481808,0.374698784993785,1,1,0.988572972341482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.663080848850039,0.0449847776652461
0,0.00148350524882429,0,1,1,-0.0917600708529484,0.374455276441393,1,0,0.992012033061713,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3262077698775,1.0870943340743
1,0.00222308264559886,1,1,1,-0.091636795637993,0.3745905589705,1,2,0.992781136520732,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.939994792166637,1.34479962441525
2,0.00148611552198938,1,1,0,-0.136673942349207,0.374333522165197,1,0,0.99196822337101,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.14845633572562,1.67628214790396
1,0.00167927573620579,1,1,1,-0.00804014040423104,0.374749515942201,1,2,0.992326002511756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367303870211246,-0.450420121763483
0,0.00435045527514454,0,0,0,0.0523404025230023,0.374336904228425,0,3,0.992075313726063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624187999260226,-1.61628837440991
1,0.00239710085660464,1,1,1,-0.137073585525214,0.374177947256724,1,1,0.990773192363484,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.112428181336355,1.28924638635923
1,0.0018750462235873,1,0,1,0.016782499674486,0.374731760110255,1,2,0.992513410633099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25591458557329,-0.728567926916324
0,0.00231009175110175,0,0,0,0.0252224304058744,0.37422022304707,1,0,0.990955732741416,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75753969780646,-0.164400099773929
0,0.0028713004815954,0,1,0,-0.0594895218236155,0.374534754927243,1,1,0.992771401033909,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54253382150142,0.522718850041028
2,0.00287565093687054,0,0,1,0.0538328225500172,0.374420610293309,2,3,0.992075313726063,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.26292653876894,-1.18962337280124
2,0.00104845972130984,0,0,0,0.0702644016567718,0.374481487431408,1,1,0.989721759786598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.947631668686126,-0.95391895688365
2,0.00122247793231562,1,1,1,-0.101414745613827,0.37446711366269,1,0,0.99161287810197,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2355856313818,1.03553866878378
0,0.00200120942656649,1,1,1,-0.0689993716069744,0.37425319816354,1,0,0.990743985903015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.3400906675708,0.339937471582495
2,0.00304357851049112,1,0,1,-0.0187707762837286,0.37460155067599,1,3,0.992883359132374,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43444073247235,0.230635173812843
0,0.022452699675021,0,0,0,0.0847399869531787,0.374640444403108,4,4,0.992464733198984,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.57907262624529,-1.40940387790799
1,0.00174453256533296,0,0,0,0.0486010154375916,0.374304774627762,1,1,0.991517957105445,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933306862712867,-0.799269750337971
1,0.000770030583700584,0,1,0,-0.0249381045104985,0.374823075817402,1,0,0.992817644596318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.58102879750469,0.432737525696458
2,0.00126598248506706,0,1,0,0.0227628440469833,0.374682720193454,1,1,0.992355208972225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836595207751554,-0.677682064120296
0,0.0028713004815954,0,0,0,-0.02139909980742,0.37436565176586,1,1,0.991919545936895,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.688986646488848,0.15960470832783
0,0.00165752345983007,1,0,1,-0.0622400941578257,0.374768117289953,1,1,0.992618067116446,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.17191831813707,0.83065378571411
0,0.0023535963038532,0,0,0,0.0523694236001746,0.374309847722603,1,1,0.991306210267044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933264373329657,-0.79901308025706
0,0.00170102801258152,0,0,0,0.0239617986151035,0.374315766333252,1,1,0.991576370026383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.948106820929414,-0.956895747817662
0,0.00148350524882429,1,1,0,-0.0824144471232173,0.374505161874001,1,0,0.991719968457023,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35297238156343,1.04665627354097
